post_id,original_comment,cleaned_comment,comment_length,cleaned_length,language,vader_sentiment,vader_score,textblob_sentiment,textblob_score,final_sentiment,Post_ID
Ryvs48gjJS,"I had a disappointing visit; the store was messy, and several items I wanted were not available.","disappointing visit store messy, several item wanted available.",17,8,en,negative,-0.6908,negative,-0.25,negative,394
Ryvs48gjJS,"I am very dissatisfied with my experience! The staff were not helpful, and I left frustrated without my purchases.","dissatisfied experience! staff helpful, left frustrated without purchases.",19,8,en,negative,-0.8367,negative,-0.15,negative,395
Ryvs48gjJS,"This store is just okay. It has what I need, but it lacks excitement and variety in its offerings.","store okay. need, lack excitement variety offerings.",19,7,en,positive,0.6956,positive,0.5,positive,396
Ryvs48gjJS,"I really enjoy shopping here! The staff is friendly and attentive, and I love the wide range of fresh products.","really enjoy shopping here! staff friendly attentive, love wide range fresh products.",20,12,en,positive,0.9258,positive,0.32916666666666666,positive,397
Ryvs48gjJS,"I faced a minor issue with my purchase, but the staff was quick to help resolve it. I appreciate their service!","faced minor issue purchase, staff quick help resolve it. appreciate service!",21,11,en,positive,0.8955,positive,0.18333333333333332,positive,398
Ryvs48gjJS,"Just another standard supermarket experience. It serves its purpose, but there’s nothing outstanding about it.","another standard supermarket experience. serf purpose, there nothing outstanding it.",15,10,en,negative,-0.652,positive,0.25,negative,399
lNgdYsAMOY,This supermarket is a gem! They always have the freshest produce and the friendliest staff. I can't recommend it enough!,supermarket gem! always freshest produce friendliest staff. cant recommend enough!,20,10,en,positive,0.4721,neutral,0.0,positive,400
lNgdYsAMOY,"The prices here are pretty good, but I often find that my favorite snacks are sold out. I wish they would restock more often.","price pretty good, often find favorite snack sold out. wish would restock often.",24,13,en,positive,0.891,positive,0.4875,positive,401
lNgdYsAMOY,"It’s an average grocery store. It has what I need, but I’d like to see more variety in the health food section.","average grocery store. need, like see variety health food section.",22,10,en,positive,0.5023,positive,0.175,positive,402
lNgdYsAMOY,"I had a frustrating experience today. The aisles were crowded, making it hard to navigate and find what I wanted.","frustrating experience today. aisle crowded, making hard navigate find wanted.",20,10,en,negative,-0.5106,negative,-0.3458333333333333,negative,403
lNgdYsAMOY,"I was quite disappointed during my last visit. The checkout was slow, and I felt rushed to finish my shopping.","quite disappointed last visit. checkout slow, felt rushed finish shopping.",20,10,en,negative,-0.5256,negative,-0.35000000000000003,negative,404
lNgdYsAMOY,"The service today was subpar! The staff seemed indifferent to helping customers, which left me feeling undervalued.","service today subpar! staff seemed indifferent helping customers, left feeling undervalued.",17,11,en,positive,0.2942,neutral,0.0,positive,405
lNgdYsAMOY,"This supermarket is just okay. It has the basics covered, but I wouldn't recommend it for special items.","supermarket okay. basic covered, wouldnt recommend special items.",18,8,en,positive,0.3259,positive,0.4285714285714286,positive,406
lNgdYsAMOY,"I absolutely love shopping here! The quality of the meat and dairy is always top-notch, and the staff is incredibly helpful.","absolutely love shopping here! quality meat dairy always topnotch, staff incredibly helpful.",21,12,en,positive,0.835,positive,0.8416666666666667,positive,407
lNgdYsAMOY,"I encountered a small issue with a coupon at checkout, but the staff handled it with professionalism and efficiency.","encountered small issue coupon checkout, staff handled professionalism efficiency.",19,9,en,positive,0.5023,negative,-0.25,positive,408
lNgdYsAMOY,"Just a standard grocery store experience. It gets the job done, but it doesn’t inspire me to return frequently.","standard grocery store experience. get job done, doesnt inspire return frequently.",19,11,en,positive,0.7227,neutral,0.05,positive,409
AYIydRvi1o,I am consistently impressed by this supermarket! The variety and quality of their products always keep me coming back for more.,consistently impressed supermarket! variety quality product always keep coming back more.,21,11,en,positive,0.5255,positive,0.5,positive,410
AYIydRvi1o,"While I appreciate their promotions, I often find that the organic section could use more variety. Still, it’s a reliable place for groceries.","appreciate promotions, often find organic section could use variety. still, reliable place groceries.",23,13,en,positive,0.4019,positive,0.5,positive,411
AYIydRvi1o,"It’s an okay store. It has the essentials, but I’d like to see more unique items offered on the shelves.","okay store. essentials, like see unique item offered shelves.",20,9,en,positive,0.5719,positive,0.4583333333333333,positive,412
AYIydRvi1o,"Today was hectic! The store was overcrowded, making it challenging to shop efficiently.","today hectic! store overcrowded, making challenging shop efficiently.",13,8,en,positive,0.5562,positive,0.5,positive,413
AYIydRvi1o,"I was disappointed with my visit; many products were out of stock, and the store felt chaotic.","disappointed visit many product stock, store felt chaotic.",17,8,en,negative,-0.743,negative,-0.125,negative,414
AYIydRvi1o,"What a frustrating shopping trip! The staff was unhelpful, and I didn’t find what I needed.","frustrating shopping trip! staff unhelpful, didnt find needed.",16,8,en,negative,-0.4926,negative,-0.5,negative,415
AYIydRvi1o,This supermarket is average; it meets my basic needs but lacks a wide selection of specialty items.,supermarket average meet basic need lack wide selection specialty items.,17,10,en,neutral,0.0,neutral,-0.08333333333333333,neutral,416
AYIydRvi1o,"I love how organized this store is! It’s easy to find everything I need, and the quality is always high.","love organized store is! easy find everything need, quality always high.",20,11,en,positive,0.8122,positive,0.4061111111111111,positive,417
AYIydRvi1o,"I had a small problem with an expired item, but the staff resolved it quickly and efficiently.","small problem expired item, staff resolved quickly efficiently.",17,8,en,positive,0.5789,neutral,0.04166666666666666,positive,418
AYIydRvi1o,Just another basic supermarket experience. It serves its purpose but doesn’t offer anything extraordinary.,another basic supermarket experience. serf purpose doesnt offer anything extraordinary.,14,10,en,neutral,0.0,positive,0.16666666666666666,positive,419
deReQCWWqC,"What a wonderful supermarket! I always find fresh fruits and vegetables here, and the staff goes above and beyond to help customers.","wonderful supermarket! always find fresh fruit vegetable here, staff go beyond help customers.",22,13,en,positive,0.8398,positive,0.43333333333333335,positive,420
deReQCWWqC,"While the prices are decent, I often notice that popular items are frequently out of stock, which can be frustrating.","price decent, often notice popular item frequently stock, frustrating.",20,9,en,neutral,-0.0258,positive,0.11666666666666664,positive,421
deReQCWWqC,"It’s a decent place for grocery shopping; however, I wish they offered more gluten-free products.","decent place grocery shopping however, wish offered glutenfree products.",15,9,en,positive,0.4019,positive,0.3333333333333333,positive,422
deReQCWWqC,"My shopping experience today was less than ideal. The checkout lines were too long, which made my trip feel longer.","shopping experience today less ideal. checkout line long, made trip feel longer.",20,12,en,positive,0.4804,positive,0.22777777777777777,positive,423
deReQCWWqC,"I was very disappointed with my last visit; several shelves were empty, which is concerning.","disappointed last visit several shelf empty, concerning.",15,7,en,negative,-0.6361,negative,-0.26875000000000004,negative,424
deReQCWWqC,"I had a terrible experience today! The staff was unhelpful, and the checkout was disorganized.","terrible experience today! staff unhelpful, checkout disorganized.",15,7,en,negative,-0.68,negative,-1.0,negative,425
deReQCWWqC,"This store is okay for quick trips. It has the basics, but I wouldn’t recommend it for anything special.","store okay quick trips. basics, wouldnt recommend anything special.",19,9,en,positive,0.8047,positive,0.3968253968253968,positive,426
deReQCWWqC,"I can’t recommend this supermarket enough! The variety of fresh produce is unmatched, and the staff is always friendly.","cant recommend supermarket enough! variety fresh produce unmatched, staff always friendly.",19,11,en,positive,0.7901,positive,0.225,positive,427
deReQCWWqC,"I faced a minor issue with a product, but the staff quickly helped me resolve it, which I appreciated.","faced minor issue product, staff quickly helped resolve it, appreciated.",19,10,en,positive,0.8338,positive,0.16111111111111112,positive,428
deReQCWWqC,"Just an average grocery store experience. It has what I need, but it doesn’t stand out to me.","average grocery store experience. need, doesnt stand me.",18,8,en,neutral,0.0,negative,-0.15,negative,429
deuRi3Q3o9,"This supermarket has it all! I love the wide selection of products, and the staff is always friendly and knowledgeable.","supermarket all! love wide selection products, staff always friendly knowledgeable.",20,10,en,positive,0.8268,positive,0.25833333333333336,positive,430
deuRi3Q3o9,"While I appreciate the discounts, I’ve noticed that my favorite items are often out of stock. Still worth a visit!","appreciate discounts, ive noticed favorite item often stock. still worth visit!",20,11,en,positive,0.784,positive,0.4375,positive,431
deuRi3Q3o9,"It’s a standard supermarket. It meets my needs, but I’d like to see a better variety of international foods.","standard supermarket. meet needs, like see better variety international foods.",19,10,en,positive,0.7964,positive,0.16666666666666666,positive,432
deuRi3Q3o9,"My shopping trip today was not enjoyable. The store was cluttered, and I struggled to find what I was looking for.","shopping trip today enjoyable. store cluttered, struggled find looking for.",21,10,en,negative,-0.5867,negative,-0.25,negative,433
deuRi3Q3o9,"I was disappointed with my visit; the shelves were poorly stocked, and I couldn't find half of what I needed.","disappointed visit shelf poorly stocked, couldnt find half needed.",20,9,en,negative,-0.4767,negative,-0.4388888888888889,negative,434
deuRi3Q3o9,"The service today was terrible! The staff seemed uninterested in helping customers, which was disappointing.","service today terrible! staff seemed uninterested helping customers, disappointing.",15,9,en,negative,-0.6588,negative,-0.8,negative,435
deuRi3Q3o9,"This store is just average. It has the essentials, but I wouldn’t recommend it for specialty items.","store average. essentials, wouldnt recommend specialty items.",17,7,en,positive,0.5023,negative,-0.15,positive,436
deuRi3Q3o9,"I always find the best deals here! The quality of the products is great, and the staff is always willing to help.","always find best deal here! quality product great, staff always willing help.",22,12,en,positive,0.906,positive,0.6833333333333332,positive,437
deuRi3Q3o9,"I had a small hiccup at checkout, but the cashier handled it professionally and resolved it quickly.","small hiccup checkout, cashier handled professionally resolved quickly.",17,8,en,positive,0.2617,neutral,0.06111111111111111,positive,438
deuRi3Q3o9,"Just a typical supermarket experience. It serves its purpose, but there’s nothing that excites me about it.","typical supermarket experience. serf purpose, there nothing excites it.",17,9,en,negative,-0.5157,negative,-0.16666666666666666,negative,439
0QHYJ3afbG,"I’m blown away by the quality of this supermarket! The freshness of the produce is always impressive, and I love the selection.","blown away quality supermarket! freshness produce always impressive, love selection.",22,10,en,positive,0.8313,positive,0.75,positive,440
0QHYJ3afbG,"While they have good sales, I’ve found that my favorite snacks are often out of stock, which can be a hassle.","good sales, ive found favorite snack often stock, hassle.",21,9,en,positive,0.7096,positive,0.6,positive,441
0QHYJ3afbG,"It’s a decent supermarket for everyday needs. However, I think it could offer more variety in its product range.","decent supermarket everyday needs. however, think could offer variety product range.",19,11,en,neutral,0.0,positive,0.15555555555555556,positive,442
0QHYJ3afbG,"Today was chaotic! The store was overcrowded, which made it difficult to shop and find what I needed.","today chaotic! store overcrowded, made difficult shop find needed.",18,9,en,negative,-0.7177,negative,-0.5,negative,443
0QHYJ3afbG,"I had a disappointing visit; the store was messy, and many items I wanted were not available.","disappointing visit store messy, many item wanted available.",17,8,en,negative,-0.6908,negative,-0.125,negative,444
0QHYJ3afbG,"Very unhappy with my experience today! The staff was unfriendly, and I left without finding the products I needed.","unhappy experience today! staff unfriendly, left without finding product needed.",19,10,en,negative,-0.7082,negative,-0.48750000000000004,negative,445
0QHYJ3afbG,"This supermarket is okay for quick trips. It has the basics, but I wouldn’t recommend it for gourmet shopping.","supermarket okay quick trips. basics, wouldnt recommend gourmet shopping.",19,9,en,positive,0.5719,positive,0.41666666666666663,positive,446
0QHYJ3afbG,"I absolutely love this store! The staff is always friendly, and the variety of fresh products is impressive every time I visit.","absolutely love store! staff always friendly, variety fresh product impressive every time visit.",22,13,en,positive,0.9272,positive,0.575,positive,447
0QHYJ3afbG,"I had a small issue with a price discrepancy, but the staff handled it efficiently and resolved it quickly.","small issue price discrepancy, staff handled efficiently resolved quickly.",19,9,en,positive,0.6808,neutral,0.04166666666666666,positive,448
0QHYJ3afbG,"Just a basic supermarket. It serves its purpose, but there’s nothing remarkable about it.","basic supermarket. serf purpose, there nothing remarkable it.",14,8,en,negative,-0.5975,positive,0.375,negative,449
JR1DPfVyD9,What an amazing supermarket! I love the fresh produce and the helpful staff. It makes grocery shopping such a pleasure!,amazing supermarket! love fresh produce helpful staff. make grocery shopping pleasure!,20,11,en,positive,0.9544,positive,0.3875,positive,450
JR1DPfVyD9,"The prices are decent, but I’ve noticed that some of my favorite items are frequently out of stock. Still worth the visit!","price decent, ive noticed favorite item frequently stock. still worth visit!",22,11,en,positive,0.7678,positive,0.28541666666666665,positive,451
JR1DPfVyD9,"It’s an okay store; it does what I need it to do, but I wish they offered more unique items.","okay store need do, wish offered unique items.",20,8,en,positive,0.6124,positive,0.4583333333333333,positive,452
JR1DPfVyD9,"I found the shopping experience to be quite hectic today. The aisles were crowded, which made it hard to navigate.","found shopping experience quite hectic today. aisle crowded, made hard navigate.",20,11,en,negative,-0.1027,negative,-0.2916666666666667,negative,453
JR1DPfVyD9,"I was disappointed with my visit; the store felt chaotic, and I struggled to find several items I wanted.","disappointed visit store felt chaotic, struggled find several item wanted.",19,10,en,negative,-0.8271,negative,-0.375,negative,454
JR1DPfVyD9,"Terrible service! The staff was unfriendly, and I had trouble finding the items I needed. Very frustrating experience!","terrible service! staff unfriendly, trouble finding item needed. frustrating experience!",18,10,en,negative,-0.9017,negative,-0.6166666666666667,negative,455
JR1DPfVyD9,"It’s just a standard supermarket. It has the essentials, but I wouldn’t recommend it for anything beyond basics.","standard supermarket. essentials, wouldnt recommend anything beyond basics.",18,8,en,positive,0.5023,neutral,0.0,positive,456
JR1DPfVyD9,I love shopping here! The friendly staff and great selection make it an enjoyable experience every time I visit.,love shopping here! friendly staff great selection make enjoyable experience every time visit.,19,13,en,positive,0.9402,positive,0.575,positive,457
JR1DPfVyD9,"I faced a small issue with my purchase, but the staff was quick to help resolve it. Great service overall!","faced small issue purchase, staff quick help resolve it. great service overall!",20,12,en,positive,0.9312,positive,0.22083333333333333,positive,458
JR1DPfVyD9,"Just another average supermarket. It serves its purpose, but there’s nothing outstanding about it.","another average supermarket. serf purpose, there nothing outstanding it.",14,9,en,negative,-0.652,positive,0.175,negative,459
efVsGMN4D4,"What a delightful shopping experience! The fresh produce is always exceptional, and the store is well-organized. Highly recommended!","delightful shopping experience! fresh produce always exceptional, store wellorganized. highly recommended!",18,11,en,positive,0.8306,positive,0.5416666666666667,positive,460
efVsGMN4D4,"While I appreciate the sales, I often find that my favorite snacks are out of stock, which can be frustrating.","appreciate sales, often find favorite snack stock, frustrating.",20,8,en,positive,0.4215,neutral,0.04999999999999999,positive,461
efVsGMN4D4,"It’s a standard grocery store; it does its job, but I wish it had more unique items available on the shelves.","standard grocery store job, wish unique item available shelves.",21,9,en,positive,0.5499,positive,0.31875,positive,462
efVsGMN4D4,"My shopping trip today was quite hectic. The aisles were crowded, making it hard to navigate with a cart.","shopping trip today quite hectic. aisle crowded, making hard navigate cart.",19,11,en,negative,-0.1027,negative,-0.2916666666666667,negative,463
efVsGMN4D4,"I was very disappointed with my visit; the store was messy, and many items were expired or damaged.","disappointed visit store messy, many item expired damaged.",18,8,en,negative,-0.8313,negative,-0.225,negative,464
efVsGMN4D4,"Extremely unhappy with my experience! The staff was unhelpful, and I left without finding what I needed.","extremely unhappy experience! staff unhelpful, left without finding needed.",17,9,en,negative,-0.5244,negative,-0.375,negative,465
efVsGMN4D4,"This store is just okay. It has what I need, but it lacks excitement and variety in its offerings.","store okay. need, lack excitement variety offerings.",19,7,en,positive,0.6956,positive,0.5,positive,466
efVsGMN4D4,"I really enjoy shopping here! The staff is friendly and attentive, and I love the wide range of fresh products.","really enjoy shopping here! staff friendly attentive, love wide range fresh products.",20,12,en,positive,0.9258,positive,0.32916666666666666,positive,467
efVsGMN4D4,"I faced a minor issue with a product, but the staff was quick to assist and resolve it promptly.","faced minor issue product, staff quick assist resolve promptly.",19,9,en,positive,0.5267,positive,0.14166666666666666,positive,468
efVsGMN4D4,"Just another standard supermarket experience. It serves its purpose, but there’s nothing exciting about it.","another standard supermarket experience. serf purpose, there nothing exciting it.",15,10,en,negative,-0.5334,positive,0.15,negative,469
b7skfSjQNw,I am consistently impressed with this supermarket! They have a fantastic selection of fresh produce and great prices on everyday items.,consistently impressed supermarket! fantastic selection fresh produce great price everyday items.,21,11,en,positive,0.9245,positive,0.45999999999999996,positive,470
b7skfSjQNw,"I appreciate the good prices, but I wish they offered more organic options. Still, it’s a solid place for groceries.","appreciate good prices, wish offered organic options. still, solid place groceries.",20,11,en,positive,0.8047,positive,0.39999999999999997,positive,471
b7skfSjQNw,"It’s an okay store; it meets my needs, but I’d like to see more variety in its product offerings.","okay store meet needs, like see variety product offerings.",19,9,en,positive,0.5719,positive,0.5,positive,472
b7skfSjQNw,"My experience today was not the best. The checkout lines were too long, and I felt rushed while shopping.","experience today best. checkout line long, felt rushed shopping.",19,9,en,negative,-0.5216,positive,0.475,negative,473
b7skfSjQNw,"I was disappointed with my last visit; the store was poorly stocked, and I struggled to find what I needed.","disappointed last visit store poorly stocked, struggled find needed.",20,9,en,negative,-0.6705,negative,-0.3833333333333333,negative,474
b7skfSjQNw,"Very dissatisfied with my experience! The staff seemed indifferent, and I left without the items I wanted.","dissatisfied experience! staff seemed indifferent, left without item wanted.",17,9,en,negative,-0.6105,positive,0.125,negative,475
b7skfSjQNw,"This supermarket is fine for quick trips. It has the basics, but I wouldn’t recommend it for gourmet shopping.","supermarket fine quick trips. basics, wouldnt recommend gourmet shopping.",19,9,en,positive,0.5647,positive,0.375,positive,476
b7skfSjQNw,"What a wonderful store! The staff is always friendly, and I find the best deals on fresh produce every time I visit.","wonderful store! staff always friendly, find best deal fresh produce every time visit.",22,13,en,positive,0.9286,positive,0.66875,positive,477
b7skfSjQNw,"I had a small issue with a coupon, but the staff was very helpful in resolving it quickly.","small issue coupon, staff helpful resolving quickly.",18,7,en,positive,0.8375,neutral,0.09444444444444444,positive,478
b7skfSjQNw,"Just a basic grocery store experience. It serves its purpose, but it doesn’t leave me excited about returning.","basic grocery store experience. serf purpose, doesnt leave excited returning.",18,10,en,positive,0.4215,positive,0.1875,positive,479
SAG148h3XJ,I’m always impressed with this supermarket! The freshness of the products and the helpful staff make it my go-to place for groceries.,always impressed supermarket! freshness product helpful staff make goto place groceries.,22,11,en,positive,0.7345,positive,1.0,positive,480
SAG148h3XJ,"While the prices are good, I noticed that some of my favorite snacks were out of stock today. Overall, still worth it.","price good, noticed favorite snack stock today. overall, still worth it.",22,11,en,positive,0.7783,positive,0.375,positive,481
SAG148h3XJ,"It’s a fine supermarket; it has what I need, but I wish they offered more variety in the organic section.","fine supermarket need, wish offered variety organic section.",20,8,en,positive,0.6059,positive,0.45833333333333337,positive,482
SAG148h3XJ,"My experience today was not great. The checkout line was long, and I felt rushed while shopping.","experience today great. checkout line long, felt rushed shopping.",17,9,en,negative,-0.5096,negative,-0.225,negative,483
SAG148h3XJ,"I was quite disappointed with my last visit; the store was chaotic, and many items were unavailable.","quite disappointed last visit store chaotic, many item unavailable.",17,9,en,negative,-0.7645,neutral,-0.08333333333333333,negative,484
SAG148h3XJ,"Very unhappy with the service today! The staff was not helpful, and the selection left a lot to be desired.","unhappy service today! staff helpful, selection left lot desired.",20,9,en,negative,-0.5599,negative,-0.48750000000000004,negative,485
SAG148h3XJ,"This supermarket is okay for quick shopping trips. It has the basics, but I wouldn’t recommend it for specialty items.","supermarket okay quick shopping trips. basics, wouldnt recommend specialty items.",20,10,en,positive,0.5719,positive,0.41666666666666663,positive,486
SAG148h3XJ,"I love this place! The staff is friendly and always helpful, and the selection of fresh products is impressive.","love place! staff friendly always helpful, selection fresh product impressive.",19,10,en,positive,0.9441,positive,0.575,positive,487
SAG148h3XJ,"I encountered a small issue at the checkout, but the staff was very efficient in resolving it quickly.","encountered small issue checkout, staff efficient resolving quickly.",18,8,en,positive,0.8375,neutral,0.09444444444444444,positive,488
SAG148h3XJ,"Just a basic supermarket experience. It serves its purpose, but there’s nothing exciting about it.","basic supermarket experience. serf purpose, there nothing exciting it.",15,9,en,negative,-0.5334,positive,0.15,negative,489
KTxhPl9uOr,What a delightful supermarket experience! They consistently offer fresh produce and a wide variety of items that I truly enjoy.,delightful supermarket experience! consistently offer fresh produce wide variety item truly enjoy.,20,12,en,positive,0.9098,positive,0.37,positive,490
KTxhPl9uOr,"While the prices are reasonable, I often notice that certain popular products are out of stock. Nonetheless, I still shop here.","price reasonable, often notice certain popular product stock. nonetheless, still shop here.",21,12,en,positive,0.5994,positive,0.33809523809523806,positive,491
KTxhPl9uOr,"It’s a decent grocery store; it meets my needs, but I’d love to see more unique options available on the shelves.","decent grocery store meet needs, love see unique option available shelves.",21,11,en,positive,0.7783,positive,0.3883333333333333,positive,492
KTxhPl9uOr,"My shopping experience today was chaotic. The aisles were crowded, which made it hard to find what I was looking for.","shopping experience today chaotic. aisle crowded, made hard find looking for.",21,11,en,negative,-0.5574,negative,-0.2916666666666667,negative,493
KTxhPl9uOr,"I had a disappointing visit; the store was messy, and several items I wanted were not available.","disappointing visit store messy, several item wanted available.",17,8,en,negative,-0.6908,negative,-0.25,negative,494
KTxhPl9uOr,"I am very dissatisfied with my experience! The staff were not helpful, and I left frustrated without my purchases.","dissatisfied experience! staff helpful, left frustrated without purchases.",19,8,en,negative,-0.8367,negative,-0.15,negative,495
KTxhPl9uOr,"This store is just okay. It has what I need, but it lacks excitement and variety in its offerings.","store okay. need, lack excitement variety offerings.",19,7,en,positive,0.6956,positive,0.5,positive,496
KTxhPl9uOr,"I really enjoy shopping here! The staff is friendly and attentive, and I love the wide range of fresh products.","really enjoy shopping here! staff friendly attentive, love wide range fresh products.",20,12,en,positive,0.9258,positive,0.32916666666666666,positive,497
KTxhPl9uOr,"I faced a minor issue with my purchase, but the staff was quick to help resolve it. I appreciate their service!","faced minor issue purchase, staff quick help resolve it. appreciate service!",21,11,en,positive,0.8955,positive,0.18333333333333332,positive,498
KTxhPl9uOr,"Just another standard supermarket experience. It serves its purpose, but there’s nothing outstanding about it.","another standard supermarket experience. serf purpose, there nothing outstanding it.",15,10,en,negative,-0.652,positive,0.25,negative,499
zNqRS2Xpyx,"I absolutely love shopping at this supermarket! The variety of organic produce is fantastic, and the staff is always friendly and helpful.","absolutely love shopping supermarket! variety organic produce fantastic, staff always friendly helpful.",22,12,en,positive,0.937,positive,0.4666666666666666,positive,500
zNqRS2Xpyx,"While I enjoy the store overall, I’ve noticed that the deli section sometimes runs low on stock, especially during weekends.","enjoy store overall, ive noticed deli section sometimes run low stock, especially weekends.",20,13,en,positive,0.2732,neutral,0.1,positive,501
zNqRS2Xpyx,"It’s an average grocery store. It meets my needs, but I wish there were more options for vegan products available.","average grocery store. meet needs, wish option vegan product available.",20,10,en,positive,0.5499,positive,0.25,positive,502
zNqRS2Xpyx,"My experience today was not the best. The checkout lines were way too long, making my shopping trip feel unnecessarily lengthy.","experience today best. checkout line way long, making shopping trip feel unnecessarily lengthy.",21,13,en,negative,-0.5216,positive,0.18333333333333332,negative,503
zNqRS2Xpyx,"I was disappointed with my last visit; many items were out of stock, and it seemed like the shelves weren't well-stocked.","disappointed last visit many item stock, seemed like shelf werent wellstocked.",21,11,en,negative,-0.1531,neutral,-0.08333333333333333,negative,504
zNqRS2Xpyx,"I had a very frustrating experience today! The staff was unhelpful, and I struggled to find someone to assist me.","frustrating experience today! staff unhelpful, struggled find someone assist me.",20,10,en,negative,-0.7082,negative,-0.65,negative,505
zNqRS2Xpyx,"This supermarket is okay for quick trips. It has the basics, but it’s not my first choice for specialty items.","supermarket okay quick trips. basics, first choice specialty items.",20,9,en,positive,0.1154,positive,0.3611111111111111,positive,506
zNqRS2Xpyx,I love how fresh the bakery items are! I always look forward to getting my bread and pastries from this store.,love fresh bakery item are! always look forward getting bread pastry store.,21,12,en,positive,0.7777,positive,0.4375,positive,507
zNqRS2Xpyx,"I had a minor hiccup with a discount coupon, but the staff resolved it quickly and professionally.","minor hiccup discount coupon, staff resolved quickly professionally.",17,8,en,positive,0.2617,positive,0.12777777777777777,positive,508
zNqRS2Xpyx,"Just a standard grocery store experience. It’s convenient, but it doesn’t excite me like some other stores do.","standard grocery store experience. convenient, doesnt excite like store do.",18,10,en,positive,0.8126,neutral,-0.0625,positive,509
p5jqj1pQfu,"What a fantastic supermarket! The quality of their fresh produce and meats is always top-notch, making it my go-to place for groceries.","fantastic supermarket! quality fresh produce meat always topnotch, making goto place groceries.",22,12,en,positive,0.7345,positive,0.6,positive,510
p5jqj1pQfu,"I appreciate the competitive prices, but I often find that my favorite snacks are frequently out of stock, which can be annoying.","appreciate competitive prices, often find favorite snack frequently stock, annoying.",22,10,en,positive,0.3919,neutral,-0.0666666666666667,positive,511
p5jqj1pQfu,"It’s a decent store for everyday needs; however, I think it could offer a wider range of international foods.","decent store everyday need however, think could offer wider range international foods.",19,12,en,neutral,0.0,neutral,-0.011111111111111118,neutral,512
p5jqj1pQfu,"My shopping trip today was hectic! The aisles were too crowded, making it difficult to navigate with my cart.","shopping trip today hectic! aisle crowded, making difficult navigate cart.",19,10,en,negative,-0.4199,negative,-0.5,negative,513
p5jqj1pQfu,"I was quite disappointed with my visit; the shelves were empty, and I couldn't find half of the items I needed.","quite disappointed visit shelf empty, couldnt find half item needed.",21,10,en,negative,-0.6361,negative,-0.33888888888888885,negative,514
p5jqj1pQfu,"The service today was lackluster! The staff seemed indifferent to helping customers, which left me feeling undervalued.","service today lackluster! staff seemed indifferent helping customers, left feeling undervalued.",17,11,en,positive,0.2942,neutral,0.0,positive,515
p5jqj1pQfu,"This supermarket is just okay. It has the essentials, but I wouldn’t recommend it for gourmet or specialty shopping.","supermarket okay. essentials, wouldnt recommend gourmet specialty shopping.",19,8,en,positive,0.5719,positive,0.5,positive,516
p5jqj1pQfu,"I can’t recommend this place enough! They have an amazing selection of fresh fruits and vegetables, and the staff is so helpful.","cant recommend place enough! amazing selection fresh fruit vegetables, staff helpful.",22,11,en,positive,0.9101,positive,0.30000000000000004,positive,517
p5jqj1pQfu,"I had a small issue with a price discrepancy, but the staff handled it professionally and resolved it quickly.","small issue price discrepancy, staff handled professionally resolved quickly.",19,9,en,positive,0.2617,neutral,0.06111111111111111,positive,518
p5jqj1pQfu,Just an average grocery store experience. It meets my needs but lacks the charm that I look for in a shopping trip.,average grocery store experience. meet need lack charm look shopping trip.,22,11,en,positive,0.5499,negative,-0.15,positive,519
S4bLfNUy82,I’m continually impressed by this supermarket! Their commitment to freshness and quality is evident every time I shop here.,continually impressed supermarket! commitment freshness quality evident every time shop here.,19,11,en,positive,0.7177,positive,0.625,positive,520
S4bLfNUy82,"While I enjoy the prices, I wish the organic section had a more extensive selection. Overall, it’s still a good place to shop.","enjoy prices, wish organic section extensive selection. overall, still good place shop.",23,12,en,positive,0.8316,positive,0.32,positive,521
S4bLfNUy82,"It’s an okay store for basic groceries, but I’d love to see more unique items added to the shelves.","okay store basic groceries, love see unique item added shelves.",19,10,en,positive,0.8047,positive,0.375,positive,522
S4bLfNUy82,"Today was chaotic! The store was overcrowded, which made it challenging to find the items I needed.","today chaotic! store overcrowded, made challenging find item needed.",17,9,en,negative,-0.4389,positive,0.5,positive,523
S4bLfNUy82,"I was disappointed during my last visit; the store was messy, and it felt unorganized compared to previous trips.","disappointed last visit store messy, felt unorganized compared previous trips.",19,10,en,negative,-0.6808,negative,-0.2791666666666667,negative,524
S4bLfNUy82,"I had a terrible experience today! The staff was unhelpful, and I left without finding the products I needed.","terrible experience today! staff unhelpful, left without finding product needed.",19,10,en,negative,-0.5255,negative,-0.5,negative,525
S4bLfNUy82,This supermarket is average; it meets my basic needs but lacks excitement and a diverse product range.,supermarket average meet basic need lack excitement diverse product range.,17,10,en,positive,0.6486,neutral,-0.075,positive,526
S4bLfNUy82,"I absolutely love shopping here! The quality of their dairy products is always high, and the staff is so friendly.","absolutely love shopping here! quality dairy product always high, staff friendly.",20,11,en,positive,0.8721,positive,0.3866666666666667,positive,527
S4bLfNUy82,"I encountered a minor problem at checkout, but the staff was quick to help me resolve it, which was appreciated.","encountered minor problem checkout, staff quick help resolve it, appreciated.",20,10,en,positive,0.8898,positive,0.16111111111111112,positive,528
S4bLfNUy82,"Just a basic supermarket experience. It serves its purpose, but there’s nothing remarkable about it.","basic supermarket experience. serf purpose, there nothing remarkable it.",15,9,en,negative,-0.5975,positive,0.375,negative,529
